ID,Description,NGenes,Direction,PValue,FDR
WP2509,Nanoparticle triggered autophagic cell death,22,Up,0.24353969150559918,0.509462602876842
WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,61,Down,0.2438584012185402,0.509462602876842
WP3982,miRNA regulation of p53 pathway in prostate cancer,23,Down,0.24466112755535854,0.509462602876842
WP5483,Hallmark of cancer non mutational epigenetic reprogramming,16,Down,0.24533690239680978,0.509462602876842
WP1403,AMP activated protein kinase signaling,63,Up,0.24553267110870025,0.509462602876842
WP2849,Hematopoietic stem cell differentiation,49,Up,0.2487399003268259,0.5146342765382605
WP4925,Unfolded protein response,23,Down,0.25018220137751834,0.516135200549608
WP5314,Lactate shuttle in glial cells,13,Down,0.25191500352974566,0.5182251501183339
WP5510,16p12 2 copy number variation syndrome 520kb,51,Down,0.25410316101339997,0.5210601031304187
WP4754,IL18 signaling,50,Down,0.25491958406775245,0.5210601031304187
WP5545,Fibrotic response of trabecular meshwork cells to TGFB3 and ENPP2 in aqueous humor,13,Down,0.2554641894514414,0.5210601031304187
WP3287,Overview of nanoparticle effects,18,Down,0.2589501531619682,0.5253519121609604
WP2001,miR targeted genes in adipocytes,17,Down,0.2590276789126958,0.5253519121609604
WP4756,Renin angiotensin aldosterone system RAAS,36,Up,0.26139603871621936,0.5270761481696232
WP185,Integrin mediated cell adhesion,94,Down,0.26151224015719243,0.5270761481696232
WP4263,Pancreatic adenocarcinoma pathway,86,Down,0.26293131798773756,0.5270761481696232
WP4318,Mitochondrial fission and fusion,12,Down,0.26430122853168486,0.5270761481696232
WP1584,Type II diabetes mellitus,17,Up,0.26451776271194605,0.5270761481696232
WP5503,Albuterol and budesonide therapy for asthma,23,Up,0.2645340942416711,0.5270761481696232
WP4300,Extracellular vesicles in the crosstalk of cardiac cells,17,Down,0.26566844203464274,0.5270761481696232
WP304,Kit receptor signaling,53,Down,0.26573422470218505,0.5270761481696232
WP2877,Vitamin D receptor pathway,136,Up,0.2668822046159725,0.5278988662733523
WP5111,Familial hyperlipidemia type 4,16,Up,0.26956927154199,0.5306369302410534
WP3944,Serotonin and anxiety related events,10,Up,0.2697404395392021,0.5306369302410534
WP2032,Thyroid stimulating hormone TSH signaling,55,Down,0.2731032549607381,0.5347824008561468
WP4558,Interferon mediated signaling,15,Down,0.2733332271042528,0.5347824008561468
WP241,One carbon metabolism,27,Down,0.27478754842909225,0.5361708262031069
