Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol,Entrez Gene ID
ENSG00000197249,1970,2.35,0.359,2.76e-12,1.45e-10,SERPINA1,5265
ENSG00000143153,2710,0.443,0.0663,2.81e-12,1.48e-10,ATP1B1,481
ENSG00000134690,398,-0.741,0.113,3.18e-12,1.66e-10,CDCA8,55143
ENSG00000185477,586,0.845,0.128,3.2e-12,1.67e-10,GPRIN3,285513
ENSG00000153214,1400,0.445,0.0668,3.23e-12,1.68e-10,TMEM87B,84910
ENSG00000124875,161,-1.05,0.16,3.32e-12,1.72e-10,CXCL6,6372
ENSG00000144354,481,-0.555,0.0838,3.49e-12,1.8e-10,CDCA7,83879
ENSG00000152977,796,-0.666,0.101,3.56e-12,1.83e-10,ZIC1,7545
ENSG00000234444,171,-1.09,0.168,3.58e-12,1.84e-10,ZNF736,728927
ENSG00000109685,2680,-0.355,0.0531,4.02e-12,2.06e-10,NSD2,7468
ENSG00000173166,4090,-0.379,0.057,4.24e-12,2.16e-10,RAPH1,65059
ENSG00000197461,549,0.632,0.096,4.42e-12,2.25e-10,PDGFA,5154
ENSG00000164985,1970,-0.396,0.0596,4.48e-12,2.27e-10,PSIP1,11168
ENSG00000168824,426,0.705,0.108,4.62e-12,2.33e-10,NSG1,27065
ENSG00000183856,585,-0.647,0.0991,4.72e-12,2.38e-10,IQGAP3,128239
ENSG00000134686,2400,-0.36,0.0546,4.79e-12,2.4e-10,PHC2,1912
ENSG00000115525,1180,0.446,0.0675,4.83e-12,2.42e-10,ST3GAL5,8869
ENSG00000275620,1620,0.39,0.0589,5.16e-12,2.58e-10,FLJ16779,100192386
ENSG00000079215,845,0.582,0.0889,5.22e-12,2.6e-10,SLC1A3,6507
ENSG00000124207,3250,-0.277,0.0417,5.35e-12,2.66e-10,CSE1L,1434
ENSG00000168952,1060,0.476,0.0725,5.63e-12,2.79e-10,STXBP6,29091
ENSG00000159167,1410,-0.536,0.082,5.76e-12,2.84e-10,STC1,6781
ENSG00000101463,379,-0.701,0.108,6.15e-12,3.03e-10,SYNDIG1,79953
ENSG00000083307,92.1,1.44,0.224,6.26e-12,3.07e-10,GRHL2,79977
ENSG00000101311,587,0.556,0.0851,6.29e-12,3.08e-10,FERMT1,55612
ENSG00000178878,290,-0.806,0.124,6.31e-12,3.08e-10,APOLD1,81575
ENSG00000145721,478,0.726,0.112,6.51e-12,3.17e-10,LIX1,167410
ENSG00000291093,197,-0.84,0.13,7.32e-12,3.55e-10,SVIL-AS1,102724316
ENSG00000167553,6010,-0.328,0.0497,7.35e-12,3.56e-10,TUBA1C,84790
ENSG00000164109,597,-0.546,0.0843,7.43e-12,3.58e-10,MAD2L1,4085
ENSG00000094804,560,-0.635,0.0984,8.18e-12,3.93e-10,CDC6,990
ENSG00000134802,298,-0.696,0.108,8.25e-12,3.96e-10,SLC43A3,29015
ENSG00000121774,4600,-0.269,0.0405,8.28e-12,3.96e-10,KHDRBS1,10657
ENSG00000196562,4070,0.285,0.043,8.67e-12,4.14e-10,SULF2,55959
ENSG00000138801,2650,0.323,0.0491,9.11e-12,4.33e-10,PAPSS1,9061
ENSG00000183775,415,0.955,0.149,9.83e-12,4.66e-10,KCTD16,57528
ENSG00000197928,360,-0.7,0.109,9.87e-12,4.67e-10,ZNF677,342926
ENSG00000163110,7760,0.495,0.0764,1.03e-11,4.88e-10,PDLIM5,10611
ENSG00000124126,874,-0.547,0.0849,1.14e-11,5.36e-10,PREX1,57580
ENSG00000076382,581,-0.651,0.102,1.15e-11,5.4e-10,SPAG5,10615
ENSG00000182944,5950,-0.249,0.0376,1.23e-11,5.73e-10,EWSR1,2130
ENSG00000139998,1390,-0.398,0.0614,1.23e-11,5.76e-10,RAB15,376267
ENSG00000310517,5970,0.365,0.0562,1.27e-11,5.92e-10,CAST,831
ENSG00000019186,122,1.41,0.223,1.29e-11,5.99e-10,CYP24A1,1591
ENSG00000183049,1330,-0.438,0.0679,1.37e-11,6.35e-10,CAMK1D,57118
ENSG00000087303,2650,0.48,0.0747,1.4e-11,6.44e-10,NID2,22795
ENSG00000152137,967,0.605,0.0946,1.44e-11,6.6e-10,HSPB8,26353
ENSG00000154553,2970,0.412,0.0639,1.53e-11,7.01e-10,PDLIM3,27295
ENSG00000162063,343,-0.667,0.105,1.55e-11,7.08e-10,CCNF,899
ENSG00000149503,617,-0.539,0.0845,1.61e-11,7.35e-10,INCENP,3619
ENSG00000155511,761,-0.533,0.0834,1.62e-11,7.35e-10,GRIA1,2890
ENSG00000089280,6000,-0.373,0.0576,1.7e-11,7.71e-10,FUS,2521
ENSG00000116017,2730,0.333,0.0515,1.77e-11,8.01e-10,ARID3A,1820
ENSG00000120162,192,0.954,0.151,1.86e-11,8.39e-10,MOB3B,79817
ENSG00000168938,1050,0.442,0.0691,1.86e-11,8.39e-10,PPIC,5480
ENSG00000029993,1740,-0.338,0.0524,1.88e-11,8.42e-10,HMGB3,3149
ENSG00000166147,23900,0.218,0.0339,2.02e-11,9.02e-10,FBN1,2200
ENSG00000090339,582,-0.636,0.101,2.04e-11,9.1e-10,ICAM1,3383
ENSG00000141449,650,0.53,0.0836,2.12e-11,9.44e-10,GREB1L,80000
ENSG00000122861,4830,-0.313,0.0484,2.26e-11,1e-09,PLAU,5328
ENSG00000112742,515,-0.533,0.0847,2.29e-11,1.02e-09,TTK,7272
ENSG00000197971,198,0.882,0.141,2.38e-11,1.05e-09,MBP,4155
ENSG00000155966,942,-0.463,0.0729,2.41e-11,1.06e-09,AFF2,2334
ENSG00000078725,220,-0.812,0.129,2.47e-11,1.09e-09,BRINP1,1620
ENSG00000177084,1050,-0.532,0.0843,2.59e-11,1.13e-09,POLE,5426
ENSG00000170525,2720,-0.31,0.0482,2.69e-11,1.17e-09,PFKFB3,5209
ENSG00000162458,3300,0.317,0.0492,2.82e-11,1.23e-09,FBLIM1,54751
ENSG00000119888,2110,0.405,0.0638,2.87e-11,1.25e-09,EPCAM,4072
ENSG00000152795,6520,-0.291,0.0454,2.9e-11,1.26e-09,HNRNPDL,9987
ENSG00000163624,245,0.947,0.152,2.96e-11,1.28e-09,CDS1,1040
ENSG00000173207,689,-0.541,0.0868,3.15e-11,1.36e-09,CKS1B,1163
ENSG00000087116,585,0.666,0.107,3.34e-11,1.44e-09,ADAMTS2,9509
ENSG00000122566,15700,-0.268,0.042,3.35e-11,1.44e-09,HNRNPA2B1,3181
ENSG00000152952,3700,0.453,0.0719,3.48e-11,1.49e-09,PLOD2,5352
ENSG00000198959,6140,0.357,0.0562,3.61e-11,1.54e-09,TGM2,7052
ENSG00000047365,340,0.876,0.141,3.67e-11,1.56e-09,ARAP2,116984
ENSG00000101412,257,-0.805,0.13,3.7e-11,1.57e-09,E2F1,1869
ENSG00000118804,350,0.791,0.127,3.7e-11,1.57e-09,STBD1,8987
ENSG00000138119,11500,0.258,0.0401,3.73e-11,1.58e-09,MYOF,26509
ENSG00000151468,727,-0.501,0.0801,3.76e-11,1.58e-09,CCDC3,83643
ENSG00000196975,1450,0.376,0.0593,4.05e-11,1.7e-09,ANXA4,307
ENSG00000185585,2700,0.332,0.0523,4.05e-11,1.7e-09,OLFML2A,169611
ENSG00000162909,14700,0.225,0.0355,4.45e-11,1.86e-09,CAPN2,824
ENSG00000269993,35.5,2.47,0.399,4.73e-11,1.98e-09,NA,NA
ENSG00000164308,383,-0.672,0.109,4.97e-11,2.07e-09,ERAP2,64167
ENSG00000165118,99.5,-1.31,0.214,5.09e-11,2.12e-09,QNG1,84267
ENSG00000138587,85.6,-1.22,0.199,5.2e-11,2.16e-09,MNS1,55329
ENSG00000185567,2970,0.325,0.0515,5.37e-11,2.22e-09,AHNAK2,113146
ENSG00000167785,34.3,-2.2,0.36,5.45e-11,2.25e-09,ZNF558,148156
ENSG00000182168,2230,-0.432,0.069,5.62e-11,2.31e-09,UNC5C,8633
ENSG00000138778,1020,-0.461,0.0742,5.68e-11,2.33e-09,CENPE,1062
ENSG00000309262,62.8,-8.59,2.75,5.81e-11,2.38e-09,NA,NA
ENSG00000176890,1490,-0.448,0.0722,6.32e-11,2.58e-09,TYMS,7298
ENSG00000121570,688,-0.445,0.0714,6.98e-11,2.84e-09,DPPA4,55211
ENSG00000204767,337,-0.685,0.112,7.05e-11,2.86e-09,INSYN2B,100131897
ENSG00000142731,408,-0.619,0.101,7.09e-11,2.88e-09,PLK4,10733
ENSG00000204963,55.6,1.87,0.31,7.15e-11,2.89e-09,PCDHA7,56141
ENSG00000115232,1480,-0.449,0.0727,7.59e-11,3.06e-09,ITGA4,3676
ENSG00000050820,2570,-0.381,0.0614,7.93e-11,3.19e-09,BCAR1,9564
ENSG00000107796,9310,-0.395,0.0637,8.32e-11,3.34e-09,ACTA2,59
ENSG00000140525,999,-0.496,0.0808,8.33e-11,3.34e-09,FANCI,55215
ENSG00000214357,615,0.525,0.0857,8.59e-11,3.43e-09,NEURL1B,54492
ENSG00000173559,4780,0.437,0.0709,9.5e-11,3.79e-09,NABP1,64859
ENSG00000151136,356,-0.6,0.0984,9.62e-11,3.83e-09,ABTB3,121551
ENSG00000099194,6980,0.254,0.0403,9.76e-11,3.87e-09,SCD,6319
ENSG00000105011,182,-0.91,0.151,9.76e-11,3.87e-09,ASF1B,55723
ENSG00000170540,4820,-0.276,0.0442,9.81e-11,3.87e-09,ARL6IP1,23204
ENSG00000006453,693,0.509,0.0835,1.09e-10,4.28e-09,BAIAP2L1,55971
ENSG00000038295,331,-0.726,0.121,1.09e-10,4.29e-09,TLL1,7092
ENSG00000136450,5970,-0.264,0.0422,1.11e-10,4.35e-09,SRSF1,6426
ENSG00000151655,243,2.6,0.436,1.2e-10,4.7e-09,ITIH2,3698
ENSG00000181104,4600,0.384,0.0625,1.2e-10,4.7e-09,F2R,2149
ENSG00000019549,2540,-0.352,0.057,1.21e-10,4.72e-09,SNAI2,6591
ENSG00000160161,81.2,1.37,0.229,1.23e-10,4.78e-09,CILP2,148113
ENSG00000187720,442,0.667,0.111,1.23e-10,4.79e-09,THSD4,79875
ENSG00000143878,4730,-0.327,0.0531,1.26e-10,4.88e-09,RHOB,388
ENSG00000196159,1670,-0.328,0.0532,1.28e-10,4.93e-09,FAT4,79633
ENSG00000151725,474,-0.65,0.108,1.31e-10,5.05e-09,CENPU,79682
ENSG00000169184,3830,-0.314,0.0505,1.44e-10,5.51e-09,MN1,4330
ENSG00000121152,402,-0.593,0.0982,1.44e-10,5.51e-09,NCAPH,23397
ENSG00000138180,514,-0.522,0.0866,1.54e-10,5.9e-09,CEP55,55165
ENSG00000175216,5770,-0.235,0.0377,1.62e-10,6.2e-09,CKAP5,9793
ENSG00000167552,23300,-0.256,0.041,1.63e-10,6.2e-09,TUBA1A,7846
ENSG00000144645,687,0.484,0.0801,1.66e-10,6.29e-09,OSBPL10,114884
ENSG00000117592,8590,0.248,0.0399,1.67e-10,6.32e-09,PRDX6,9588
ENSG00000187741,425,-0.626,0.105,1.73e-10,6.56e-09,FANCA,2175
ENSG00000176907,839,0.554,0.0923,1.81e-10,6.81e-09,TCIM,56892
ENSG00000248905,693,-0.462,0.0766,1.88e-10,7.06e-09,FMN1,342184
ENSG00000101447,236,-0.762,0.128,1.93e-10,7.26e-09,SACK1D,81610
ENSG00000148180,3650,0.332,0.0542,1.94e-10,7.27e-09,GSN,2934
ENSG00000079308,3590,0.362,0.0596,1.95e-10,7.29e-09,TNS1,7145
ENSG00000090889,677,-0.625,0.105,1.99e-10,7.41e-09,KIF4A,24137
ENSG00000072571,395,-0.618,0.104,1.99e-10,7.42e-09,HMMR,3161
ENSG00000079616,584,-0.576,0.0967,2.03e-10,7.54e-09,KIF22,3835
ENSG00000132359,503,0.592,0.0991,2.04e-10,7.57e-09,RAP1GAP2,23108
ENSG00000102349,341,0.737,0.124,2.05e-10,7.59e-09,KLF8,11279
ENSG00000147573,1230,0.534,0.0894,2.1e-10,7.75e-09,TRIM55,84675
ENSG00000172548,455,0.639,0.108,2.27e-10,8.38e-09,NIPAL4,348938
ENSG00000112782,252,1.17,0.199,2.36e-10,8.66e-09,CLIC5,53405
ENSG00000141510,2180,-0.326,0.0537,2.36e-10,8.67e-09,TP53,7157
ENSG00000168743,2170,0.532,0.089,2.45e-10,8.97e-09,NPNT,255743
ENSG00000006634,497,-0.514,0.0867,2.46e-10,8.98e-09,DBF4,10926
ENSG00000100985,304,0.732,0.124,2.7e-10,9.83e-09,MMP9,4318
ENSG00000011028,9900,-0.338,0.0561,2.87e-10,1.04e-08,MRC2,9902
ENSG00000171867,2770,0.316,0.052,2.94e-10,1.07e-08,PRNP,5621
ENSG00000120075,169,1.85,0.314,3.08e-10,1.11e-08,HOXB5,3215
ENSG00000196230,18600,-0.243,0.0407,3.13e-10,1.13e-08,TUBB,203068
ENSG00000119655,1820,0.319,0.0528,3.21e-10,1.16e-08,NPC2,10577
ENSG00000180537,579,-0.47,0.0793,3.4e-10,1.22e-08,RNF182,221687
ENSG00000213145,90.3,1.28,0.221,3.42e-10,1.23e-08,CRIP1,1396
ENSG00000118193,584,-0.534,0.0906,3.64e-10,1.3e-08,KIF14,9928
ENSG00000120802,2820,-0.336,0.0561,3.66e-10,1.31e-08,TMPO,7112
ENSG00000151892,685,-0.644,0.11,3.68e-10,1.31e-08,GFRA1,2674
ENSG00000087586,550,-0.581,0.0991,3.79e-10,1.35e-08,AURKA,6790
ENSG00000065361,262,0.838,0.144,3.88e-10,1.38e-08,ERBB3,2065
ENSG00000095752,1320,0.502,0.0851,3.91e-10,1.39e-08,IL11,3589
ENSG00000139926,7980,0.327,0.0545,4.19e-10,1.48e-08,FRMD6,122786
ENSG00000122641,13000,0.363,0.0623,4.42e-10,1.56e-08,INHBA,3624
ENSG00000130958,572,0.544,0.0924,4.55e-10,1.6e-08,SLC35D2,11046
ENSG00000092421,822,0.465,0.0791,4.56e-10,1.6e-08,SEMA6A,57556
ENSG00000120699,785,-0.426,0.0721,4.62e-10,1.62e-08,EXOSC8,11340
ENSG00000166803,318,-0.757,0.131,4.7e-10,1.64e-08,PCLAF,9768
ENSG00000145321,59.1,1.92,0.335,4.86e-10,1.7e-08,GC,2638
ENSG00000100596,2750,0.275,0.0458,5.03e-10,1.75e-08,SPTLC2,9517
ENSG00000096060,526,-0.513,0.0879,5.32e-10,1.85e-08,FKBP5,2289
ENSG00000126878,918,-0.472,0.0806,5.38e-10,1.87e-08,AIF1L,83543
ENSG00000204564,42.3,-2.1,0.368,5.46e-10,1.89e-08,C6orf136,221545
ENSG00000109971,25600,0.227,0.0375,5.73e-10,1.98e-08,HSPA8,3312
ENSG00000186951,438,0.664,0.115,5.79e-10,2e-08,PPARA,5465
ENSG00000147454,2240,-0.307,0.0516,5.89e-10,2.03e-08,SLC25A37,51312
ENSG00000135486,24200,-0.213,0.0358,5.91e-10,2.03e-08,HNRNPA1,3178
ENSG00000078053,240,-0.729,0.127,5.99e-10,2.05e-08,AMPH,273
ENSG00000105357,333,0.696,0.121,6.06e-10,2.07e-08,MYH14,79784
ENSG00000177106,984,0.464,0.0797,6.39e-10,2.18e-08,EPS8L2,64787
ENSG00000008277,619,-0.577,0.1,6.41e-10,2.18e-08,ADAM22,53616
ENSG00000154473,2050,-0.307,0.0516,6.68e-10,2.27e-08,BUB3,9184
ENSG00000121621,340,-0.622,0.108,7.1e-10,2.41e-08,KIF18A,81930
ENSG00000166426,359,-0.719,0.125,7.13e-10,2.42e-08,CRABP1,1381
ENSG00000118515,1290,0.398,0.068,7.23e-10,2.44e-08,SGK1,6446
ENSG00000136068,27300,0.278,0.0468,7.79e-10,2.63e-08,FLNB,2317
ENSG00000143476,524,-0.538,0.0933,7.83e-10,2.64e-08,DTL,51514
ENSG00000166145,1510,0.378,0.0647,7.85e-10,2.64e-08,SPINT1,6692
ENSG00000184697,3170,0.318,0.054,7.93e-10,2.66e-08,CLDN6,9074
ENSG00000198399,806,0.472,0.0816,8.05e-10,2.69e-08,ITSN2,50618
ENSG00000097007,3660,-0.267,0.0451,8.3e-10,2.77e-08,ABL1,25
ENSG00000177311,1870,0.364,0.0624,8.57e-10,2.85e-08,ZBTB38,253461
ENSG00000099901,2040,-0.33,0.0563,8.71e-10,2.9e-08,RANBP1,5902
ENSG00000108511,97.2,3.09,0.526,9.03e-10,3e-08,HOXB6,3216
ENSG00000198467,12600,0.29,0.0493,9.04e-10,3e-08,TPM2,7169
ENSG00000148798,568,0.497,0.0865,9.17e-10,3.03e-08,INA,9118
ENSG00000168143,123,1.2,0.212,9.32e-10,3.08e-08,SACK1B,222584
ENSG00000047932,2360,0.322,0.055,9.74e-10,3.21e-08,GOPC,57120
ENSG00000148344,178,0.936,0.166,1.02e-09,3.36e-08,PTGES,9536
ENSG00000107104,1010,0.39,0.0672,1.04e-09,3.4e-08,KANK1,23189
ENSG00000139687,1620,0.409,0.0706,1.07e-09,3.5e-08,RB1,5925
ENSG00000197106,124,1.29,0.23,1.09e-09,3.56e-08,SLC6A17,388662
ENSG00000136153,2180,0.473,0.0824,1.09e-09,3.56e-08,LMO7,4008
ENSG00000113319,991,0.408,0.0706,1.09e-09,3.56e-08,RASGRF2,5924
ENSG00000135048,8960,0.203,0.0342,1.1e-09,3.59e-08,CEMIP2,23670
ENSG00000112984,596,-0.626,0.111,1.16e-09,3.76e-08,KIF20A,10112
ENSG00000106789,567,0.513,0.09,1.18e-09,3.81e-08,CORO2A,7464
ENSG00000171766,628,0.55,0.0969,1.22e-09,3.93e-08,GATM,2628
ENSG00000149573,45.8,1.97,0.354,1.28e-09,4.12e-08,MPZL2,10205
ENSG00000165480,266,-0.655,0.116,1.29e-09,4.16e-08,SKA3,221150
ENSG00000277443,13400,-0.266,0.0455,1.3e-09,4.16e-08,MARCKS,4082
ENSG00000154342,78.8,-1.28,0.229,1.3e-09,4.16e-08,WNT3A,89780
ENSG00000162433,2170,0.396,0.0689,1.35e-09,4.31e-08,AK4,205
ENSG00000102384,358,-0.628,0.112,1.36e-09,4.35e-08,CENPI,2491
ENSG00000164611,404,-0.617,0.11,1.37e-09,4.38e-08,PTTG1,9232
ENSG00000105426,3370,-0.306,0.0529,1.41e-09,4.47e-08,PTPRS,5802
ENSG00000167772,748,-0.569,0.101,1.44e-09,4.59e-08,ANGPTL4,51129
ENSG00000175793,82.4,1.25,0.225,1.56e-09,4.95e-08,SFN,2810
ENSG00000067113,530,0.515,0.0909,1.57e-09,4.97e-08,PLPP1,8611
ENSG00000124942,41600,0.209,0.035,1.66e-09,5.25e-08,AHNAK,79026
ENSG00000167325,1650,-0.346,0.0604,1.68e-09,5.29e-08,RRM1,6240
ENSG00000127831,89.8,1.41,0.256,1.7e-09,5.35e-08,VIL1,7429
ENSG00000125657,33.4,2.16,0.388,1.71e-09,5.36e-08,TNFSF9,8744
ENSG00000134709,210,0.818,0.147,1.74e-09,5.46e-08,HOOK1,51361
ENSG00000162522,915,0.388,0.0678,1.78e-09,5.56e-08,NHSL3,57648
ENSG00000165102,2240,0.286,0.0493,1.83e-09,5.71e-08,HGSNAT,138050
ENSG00000144028,6200,-0.247,0.0423,1.84e-09,5.73e-08,SNRNP200,23020
ENSG00000171208,1230,-0.388,0.0681,1.86e-09,5.77e-08,NETO2,81831
ENSG00000245532,4650,0.402,0.0707,1.86e-09,5.78e-08,NEAT1,283131
ENSG00000180263,1590,0.383,0.0673,2.03e-09,6.29e-08,FGD6,55785
ENSG00000261150,725,0.511,0.0911,2.04e-09,6.3e-08,EPPK1,83481
ENSG00000134250,8870,-0.196,0.0336,2.13e-09,6.58e-08,NOTCH2,4853
ENSG00000204969,46.3,-2.38,0.435,2.19e-09,6.74e-08,PCDHA2,56146
ENSG00000003147,223,0.811,0.147,2.22e-09,6.82e-08,ICA1,3382
ENSG00000136732,567,-0.616,0.111,2.49e-09,7.65e-08,GYPC,2995
ENSG00000133816,12000,0.216,0.0373,2.56e-09,7.86e-08,MICAL2,9645
ENSG00000144554,512,-0.554,0.1,2.66e-09,8.14e-08,FANCD2,2177
ENSG00000113209,193,0.757,0.138,2.72e-09,8.31e-08,PCDHB5,26167
ENSG00000040275,971,-0.375,0.0669,2.82e-09,8.59e-08,SPDL1,54908
ENSG00000168000,380,-0.733,0.134,2.88e-09,8.75e-08,BSCL2,26580
ENSG00000136824,1150,-0.374,0.0669,2.88e-09,8.75e-08,SMC2,10592
ENSG00000160352,961,-0.481,0.0865,2.89e-09,8.77e-08,ZNF714,148206
ENSG00000203805,1240,-0.332,0.0587,2.94e-09,8.89e-08,PLPP4,196051
ENSG00000189143,390,0.608,0.11,2.99e-09,9.04e-08,CLDN4,1364
ENSG00000072274,5450,0.253,0.0442,3.01e-09,9.07e-08,TFRC,7037
ENSG00000080986,444,-0.648,0.118,3.14e-09,9.44e-08,NDC80,10403
ENSG00000171557,25.7,2.73,0.502,3.16e-09,9.5e-08,FGG,2266
ENSG00000143195,1180,-0.438,0.0791,3.32e-09,9.96e-08,ILDR2,387597
ENSG00000168487,3680,0.353,0.0629,3.38e-09,1.01e-07,BMP1,649
ENSG00000052802,1510,0.403,0.0724,3.47e-09,1.04e-07,MSMO1,6307
ENSG00000163947,626,0.494,0.0897,3.65e-09,1.09e-07,ARHGEF3,50650
ENSG00000171469,1890,0.361,0.0646,3.74e-09,1.12e-07,ZNF561,93134
ENSG00000067057,7760,0.248,0.0433,3.79e-09,1.13e-07,PFKP,5214
ENSG00000165626,624,0.46,0.0834,3.85e-09,1.14e-07,BEND7,222389
ENSG00000110975,133,1.09,0.202,3.94e-09,1.17e-07,SYT10,341359
ENSG00000233237,868,-0.537,0.0979,3.95e-09,1.17e-07,LINC00472,79940
ENSG00000135744,76.2,1.56,0.29,3.99e-09,1.18e-07,AGT,183
ENSG00000136490,537,-0.536,0.0979,4.03e-09,1.19e-07,LIMD2,80774
ENSG00000173376,178,0.834,0.154,4.14e-09,1.22e-07,NDNF,79625
ENSG00000134871,78500,0.294,0.0522,4.14e-09,1.22e-07,COL4A2,1284
ENSG00000136811,1300,-0.334,0.0597,4.19e-09,1.23e-07,ODF2,4957
ENSG00000198380,4830,0.269,0.0474,4.22e-09,1.24e-07,GFPT1,2673
ENSG00000103145,386,-0.642,0.118,4.47e-09,1.31e-07,HCFC1R1,54985
ENSG00000140332,1480,-0.41,0.0743,4.55e-09,1.33e-07,TLE3,7090
ENSG00000145675,1050,0.369,0.0666,4.56e-09,1.33e-07,PIK3R1,5295
ENSG00000154654,535,-0.51,0.0936,4.89e-09,1.42e-07,NCAM2,4685
ENSG00000050555,171,-0.832,0.155,5.16e-09,1.5e-07,LAMC3,10319
ENSG00000198914,630,-0.5,0.0918,5.23e-09,1.51e-07,POU3F3,5455
ENSG00000188229,3150,-0.322,0.0579,5.3e-09,1.53e-07,TUBB4B,10383
ENSG00000251095,351,0.643,0.119,5.38e-09,1.55e-07,LOC105377329,105377329
ENSG00000154229,1920,-0.284,0.0509,5.62e-09,1.62e-07,PRKCA,5578
ENSG00000163697,3720,0.294,0.0526,5.96e-09,1.71e-07,APBB2,323
ENSG00000119326,1320,-0.352,0.0639,5.97e-09,1.71e-07,CTNNAL1,8727
ENSG00000164402,3000,0.243,0.0432,6.03e-09,1.73e-07,SEPTIN8,23176
ENSG00000179046,417,0.555,0.103,6.07e-09,1.74e-07,TRIML2,205860
ENSG00000150054,182,0.783,0.147,6.13e-09,1.75e-07,MPP7,143098
ENSG00000148702,103,2.5,0.474,6.25e-09,1.78e-07,HABP2,3026
ENSG00000007062,1840,0.335,0.0609,6.28e-09,1.79e-07,PROM1,8842
ENSG00000168078,384,-0.623,0.117,6.67e-09,1.9e-07,PBK,55872
ENSG00000183853,7510,-0.2,0.0354,6.75e-09,1.92e-07,KIRREL1,55243
ENSG00000049541,439,-0.484,0.09,6.97e-09,1.97e-07,RFC2,5982
ENSG00000250722,1030,0.48,0.0893,7.17e-09,2.03e-07,SELENOP,6414
ENSG00000143333,174,-0.757,0.143,7.2e-09,2.03e-07,RGS16,6004
ENSG00000185418,822,0.435,0.0803,7.23e-09,2.04e-07,TARS3,123283
ENSG00000176658,1850,0.299,0.054,7.39e-09,2.08e-07,MYO1D,4642
ENSG00000188153,4460,0.249,0.0445,7.46e-09,2.1e-07,COL4A5,1287
ENSG00000140538,358,-0.548,0.103,7.8e-09,2.19e-07,NTRK3,4916
ENSG00000125430,648,-0.44,0.0815,7.84e-09,2.19e-07,HS3ST3B1,9953
ENSG00000148516,2260,-0.342,0.0625,7.85e-09,2.2e-07,ZEB1,6935
ENSG00000127586,169,-0.776,0.147,8.08e-09,2.26e-07,CHTF18,63922
ENSG00000144857,676,-0.471,0.0876,8.22e-09,2.29e-07,BOC,91653
ENSG00000117525,612,0.531,0.0993,8.34e-09,2.32e-07,F3,2152
ENSG00000167693,2310,-0.281,0.051,8.71e-09,2.42e-07,NXN,64359
ENSG00000181061,3880,0.383,0.0706,8.82e-09,2.44e-07,HIGD1A,25994
ENSG00000145779,595,0.546,0.103,9.28e-09,2.57e-07,TNFAIP8,25816
ENSG00000157557,910,0.395,0.0731,9.36e-09,2.59e-07,ETS2,2114
ENSG00000016082,160,0.854,0.162,9.39e-09,2.59e-07,ISL1,3670
ENSG00000138092,597,-0.414,0.0771,9.4e-09,2.59e-07,CENPO,79172
ENSG00000157216,3340,-0.231,0.0415,9.45e-09,2.6e-07,SSBP3,23648
ENSG00000183098,4100,0.305,0.0554,9.48e-09,2.6e-07,GPC6,10082
ENSG00000227051,1380,-0.327,0.06,9.67e-09,2.65e-07,C14orf132,56967
ENSG00000120129,976,0.391,0.0724,9.76e-09,2.67e-07,DUSP1,1843
ENSG00000167637,163,-0.834,0.16,1.04e-08,2.83e-07,ZNF283,284349
ENSG00000165194,325,0.6,0.114,1.04e-08,2.83e-07,PCDH19,57526
ENSG00000069275,13300,-0.226,0.0409,1.07e-08,2.91e-07,NUCKS1,64710
ENSG00000108106,898,-0.444,0.0833,1.13e-08,3.06e-07,UBE2S,27338
ENSG00000151276,1490,0.32,0.0589,1.14e-08,3.08e-07,MAGI1,9223
ENSG00000141448,479,0.578,0.11,1.16e-08,3.14e-07,GATA6,2627
ENSG00000119669,1880,-0.328,0.0607,1.16e-08,3.14e-07,IRF2BPL,64207
ENSG00000171928,728,0.482,0.0909,1.18e-08,3.18e-07,TVP23B,51030
ENSG00000024048,1320,0.327,0.0604,1.19e-08,3.2e-07,UBR2,23304
ENSG00000132849,662,0.447,0.0841,1.2e-08,3.22e-07,PATJ,10207
ENSG00000145246,1210,0.342,0.0631,1.21e-08,3.24e-07,ATP10D,57205
ENSG00000261786,74.2,1.19,0.229,1.21e-08,3.24e-07,NA,NA
ENSG00000165244,141,-0.845,0.163,1.22e-08,3.27e-07,ZNF367,195828
ENSG00000120690,970,0.37,0.0691,1.31e-08,3.51e-07,ELF1,1997
ENSG00000169813,3120,-0.228,0.0415,1.33e-08,3.55e-07,HNRNPF,3185
ENSG00000106078,176,0.857,0.165,1.36e-08,3.63e-07,COBL,23242
ENSG00000237649,426,-0.657,0.126,1.38e-08,3.67e-07,KIFC1,3833
ENSG00000170381,200,-0.749,0.144,1.4e-08,3.73e-07,SEMA3E,9723
ENSG00000264230,144,1.3,0.253,1.41e-08,3.74e-07,ANXA8L1,728113
ENSG00000196141,6010,-0.255,0.0467,1.43e-08,3.78e-07,SPATS2L,26010
ENSG00000112715,2150,0.344,0.0642,1.44e-08,3.8e-07,VEGFA,7422
ENSG00000196743,1250,0.339,0.0633,1.48e-08,3.92e-07,GM2A,2760
ENSG00000203783,51.9,1.88,0.366,1.5e-08,3.94e-07,PRR9,574414
ENSG00000293476,8.82,-7.81,2.71,1.5e-08,NA,NA,NA
ENSG00000285294,175,0.87,0.169,1.52e-08,4.02e-07,LINC00842,643650
